"","Assay","time_contrast","estimate","SE","df","t.ratio","p","q"
"365","C1S","week52 - week0",-0.629290476190477,0.3131246661541,82,-2.00971224630633,0.047750279338917,0.464769385565459
"366","C1S","week52 - week24",-0.306540259740259,0.3131246661541,82,-0.97897193314499,0.330473327472089,0.821359378462206
"367","C5","week24 - week0",-0.180982900432901,0.196923631557915,82,-0.919051202748484,0.360764393548057,0.865582065676754
"368","C5","week52 - week0",-0.411066017316018,0.196923631557915,82,-2.08743873990118,0.0399531148087584,0.432496082301877
"369","C5","week52 - week24",-0.230083116883117,0.196923631557915,82,-1.1683875371527,0.246036177228191,0.821359378462206
"370","ORM1","week24 - week0",-0.228538311688313,0.207766140593926,82,-1.09997861554827,0.274560247521564,0.853267848645464
"371","ORM1","week52 - week0",-0.544353246753249,0.207766140593926,82,-2.62002867838401,0.0104736414863259,0.261284227433025
"372","ORM1","week52 - week24",-0.315814935064936,0.207766140593926,82,-1.52005006283574,0.132345073451094,0.821359378462206
"373","TPD52L2","week24 - week0",-0.203289826839826,0.245223039375037,82,-0.828999703118923,0.409511220372692,0.87154806974561
"374","TPD52L2","week52 - week0",0.0548852813852823,0.245223039375037,82,0.223817800828014,0.823455769521482,0.989292669723712
"375","TPD52L2","week52 - week24",0.258175108225108,0.245223039375037,82,1.05281750394694,0.295517179497864,0.821359378462206
"376","NME1","week24 - week0",-0.0214954545454545,0.120641510454548,82,-0.178176271703371,0.859023992519955,0.976771829500884
"377","NME1","week52 - week0",0.0175391774891771,0.120641510454548,82,0.145382608549029,0.884765566840722,0.989292669723712
"378","NME1","week52 - week24",0.0390346320346316,0.120641510454548,82,0.3235588802524,0.747095779241343,0.954091476599915
"379","PTP4A3","week24 - week0",-0.238988961038961,0.185779780830385,82,-1.28640996329496,0.201920236306939,0.836903694877573
"380","PTP4A3","week52 - week0",-0.446027056277057,0.185779780830385,82,-2.40083745541865,0.0186207568904316,0.316492746546401
"381","PTP4A3","week52 - week24",-0.207038095238095,0.185779780830385,82,-1.11442749212369,0.268351579036107,0.821359378462206
"382","MTDH","week24 - week0",-0.0523865800865794,0.278209742974516,82,-0.18829886950213,0.851107590232617,0.97244903805597
"383","MTDH","week52 - week0",0.0877757575757576,0.278209742974515,82,0.31550209793982,0.753182025255434,0.989292669723712
"384","MTDH","week52 - week24",0.140162337662337,0.278209742974515,82,0.503800967441949,0.615752114421681,0.916473752585181
"385","TNFAIP8","week24 - week0",-0.132923809523808,0.277720077459757,82,-0.478625134846685,0.633479086925576,0.94553529381538
"386","TNFAIP8","week52 - week0",-0.0582870129870131,0.277720077459757,82,-0.209876842611277,0.834284382789815,0.989292669723712
"387","TNFAIP8","week52 - week24",0.0746367965367951,0.277720077459757,82,0.268748292235408,0.788798389109918,0.958466621415501
"388","PCBD1","week24 - week0",-0.489559307359308,0.286925802025683,82,-1.70622266768287,0.0917515491758151,0.787983892921706
"389","PCBD1","week52 - week0",-0.125901298701298,0.286925802025683,82,-0.438793924465633,0.661964857155938,0.989292669723712
"390","PCBD1","week52 - week24",0.36365800865801,0.286925802025683,82,1.26742874321724,0.208589525359669,0.821359378462206
"391","APOE","week24 - week0",-0.195097402597403,0.224632258260984,82,-0.86851908139896,0.387645121961957,0.867924301148837
"392","APOE","week52 - week0",-0.382304978354979,0.224632258260984,82,-1.70191485993435,0.0925600143748772,0.625226630840529
"393","APOE","week52 - week24",-0.187207575757576,0.224632258260984,82,-0.833395778535393,0.407042551441036,0.854417010924208
"394","KLK7","week24 - week0",-0.285045021645021,0.153350630995695,82,-1.85877958110928,0.0666460262758335,0.728787311252389
"395","KLK7","week52 - week0",-0.33338225108225,0.153350630995695,82,-2.17398682299266,0.0325891799439972,0.387039123465244
"396","KLK7","week52 - week24",-0.0483372294372294,0.153350630995695,82,-0.315207241883384,0.753405064345982,0.954091476599915
"397","VASP","week24 - week0",-0.156475757575757,0.230274336589487,82,-0.679518872546828,0.498722893923851,0.920626399316496
"398","VASP","week52 - week0",0.0147307359307361,0.230274336589487,82,0.0639703761561443,0.949149503082679,0.989292669723712
"399","VASP","week52 - week24",0.171206493506493,0.230274336589487,82,0.743489248702973,0.459310522493014,0.870095040906987
"400","ITGA2","week24 - week0",-0.106243290043289,0.164129773533225,82,-0.647312719418227,0.519237670171385,0.921031596506803
"401","ITGA2","week52 - week0",0.20765,0.164129773533225,82,1.26515741495229,0.209398353404077,0.835304907021726
"402","ITGA2","week52 - week24",0.313893290043289,0.164129773533225,82,1.91247013437052,0.0593074709352946,0.821359378462206
"403","SERPINF2","week24 - week0",-0.349205844155846,0.279846184171677,82,-1.2478492254217,0.215637945827062,0.839659788898411
"404","SERPINF2","week52 - week0",-0.63042878787879,0.279846184171677,82,-2.25276892641867,0.0269449708583296,0.371569400662202
"405","SERPINF2","week52 - week24",-0.281222943722944,0.279846184171677,82,-1.00491970099697,0.317891772976743,0.821359378462206
"406","IGLC2","week24 - week0",-0.209235714285715,0.212676781475785,82,-0.983820202815784,0.328097893103996,0.863674546256164
"407","IGLC2","week52 - week0",-0.40108722943723,0.212676781475785,82,-1.88590041025657,0.0628490337013757,0.532731223328339
"408","IGLC2","week52 - week24",-0.191851515151515,0.212676781475785,82,-0.902080207440785,0.369656380476983,0.821359378462206
"409","IL31","week24 - week0",-0.0323015151515139,0.244068864572868,82,-0.132345906586828,0.895034913980853,0.980714802010368
"410","IL31","week52 - week0",0.0894666666666668,0.244068864572868,82,0.366563210851322,0.714889011553357,0.989292669723712
"411","IL31","week52 - week24",0.121768181818181,0.244068864572868,82,0.49890911743815,0.619179210316337,0.916473752585181
"412","RIDA","week24 - week0",-0.476036580086582,0.350453830485282,82,-1.35834320722762,0.178080213567312,0.836903694877573
"413","RIDA","week52 - week0",-0.349374891774892,0.350453830485282,82,-0.99692130997999,0.321735502130564,0.910336885873302
"414","RIDA","week52 - week24",0.12666168831169,0.350453830485282,82,0.361421897247632,0.718713667622174,0.954091476599915
"415","IL17A","week24 - week0",-0.358109090909095,0.306273216709548,82,-1.16924716681546,0.245691723158527,0.853267848645464
"416","IL17A","week52 - week0",-0.541295454545456,0.306273216709548,82,-1.7673613787091,0.08088809613025,0.584636734406757
"417","IL17A","week52 - week24",-0.183186363636362,0.306273216709548,82,-0.598114211893642,0.551412174610792,0.908811914527359
"418","ATRN","week24 - week0",-0.120992857142858,0.270101005649576,82,-0.447954115727477,0.655367597698723,0.94553529381538
"419","ATRN","week52 - week0",-0.340014285714287,0.270101005649576,82,-1.25884124309931,0.211659720526875,0.839736934699017
"420","ATRN","week52 - week24",-0.219021428571429,0.270101005649576,82,-0.810887127371837,0.419777825691277,0.859235053017188
"421","TTR","week24 - week0",-0.0181002164502183,0.214568312108536,82,-0.0843564283670303,0.932978658262009,0.991374702374478
"422","TTR","week52 - week0",-0.397459090909093,0.214568312108536,82,-1.85236620917279,0.0675715189889197,0.538797335074908
"423","TTR","week52 - week24",-0.379358874458874,0.214568312108536,82,-1.76800978080576,0.0807788450968468,0.821359378462206
"424","CXCL14","week24 - week0",-0.0650954545454563,0.11537679674665,82,-0.5641988370365,0.57415880714178,0.939634152089483
"425","CXCL14","week52 - week0",-0.0424807359307361,0.11537679674665,82,-0.368191327273694,0.71367935826136,0.989292669723712
"426","CXCL14","week52 - week24",0.0226147186147203,0.11537679674665,82,0.196007509762807,0.84508921705139,0.970683670495244
"427","LILRB4","week24 - week0",-0.291305844155846,0.139344378310023,82,-2.0905460822232,0.0396657096336683,0.664532756054073
"428","LILRB4","week52 - week0",-0.309423809523811,0.139344378310023,82,-2.22056901955085,0.0291388325365854,0.373181539503637
"429","LILRB4","week52 - week24",-0.0181179653679646,0.139344378310023,82,-0.130022937327651,0.896866710595461,0.970683670495244
"430","HEXIM1","week24 - week0",-0.261482467532468,0.258976421639083,82,-1.00967673380273,0.315620311543073,0.861934658318551
"431","HEXIM1","week52 - week0",0.0656865800865802,0.258976421639083,82,0.253639229667491,0.8004091579048,0.989292669723712
"432","HEXIM1","week52 - week24",0.327169047619048,0.258976421639083,82,1.26331596347022,0.210055796872849,0.821359378462206
"433","HSPA1A","week24 - week0",-0.359208874458874,0.353723450342451,82,-1.01550766315072,0.312850912346198,0.858575812077911
"434","HSPA1A","week52 - week0",0.0612339826839832,0.353723450342451,82,0.173112590145495,0.862989532502381,0.989292669723712
"435","HSPA1A","week52 - week24",0.420442857142857,0.353723450342451,82,1.18862025329622,0.238020095062438,0.821359378462206
"436","ICAM4","week24 - week0",-0.400418398268399,0.191249052046354,82,-2.09370134902079,0.0393757019100904,0.664532756054073
"437","ICAM4","week52 - week0",-0.098552813852813,0.191249052046354,82,-0.515311384805852,0.607721917968093,0.989292669723712
"438","ICAM4","week52 - week24",0.301865584415586,0.191249052046354,82,1.57838996421494,0.118326196764839,0.821359378462206
"439","ANKMY2","week24 - week0",-0.134346103896104,0.24487933617896,82,-0.548621643591529,0.584755818305336,0.939634152089483
"440","ANKMY2","week52 - week0",0.409206709956711,0.24487933617896,82,1.67105447254912,0.0985234613946903,0.647085807756304
"441","ANKMY2","week52 - week24",0.543552813852815,0.24487933617896,82,2.21967611614065,0.0292018371899819,0.821359378462206
"442","SLITRK1","week24 - week0",0.104883982683983,0.184300627841455,82,0.569091836052831,0.570849361517939,0.939634152089483
"443","SLITRK1","week52 - week0",-0.0444264069264087,0.184300627841455,82,-0.241054018354331,0.810114965502562,0.989292669723712
"444","SLITRK1","week52 - week24",-0.149310389610392,0.184300627841455,82,-0.810145854407161,0.420201251954981,0.859235053017188
"445","FGF6","week24 - week0",0.00600497835497629,0.220306913642014,82,0.0272573304927417,0.978320716962639,0.995622722354238
"446","FGF6","week52 - week0",-0.104059307359308,0.220306913642014,82,-0.472337910958156,0.637940278238381,0.989292669723712
"447","FGF6","week52 - week24",-0.110064285714284,0.220306913642014,82,-0.499595241450898,0.618698019717866,0.916473752585181
"448","CPOX","week24 - week0",-0.0850214285714281,0.160125694107721,82,-0.530966807327197,0.59687702243472,0.939634152089483
"449","CPOX","week52 - week0",0.140378354978356,0.160125694107721,82,0.876676012307677,0.3832237529208,0.932511132107279
"450","CPOX","week52 - week24",0.225399783549784,0.160125694107721,82,1.40764281963487,0.163016490063836,0.821359378462206
"451","SERPINA7","week24 - week0",-0.155902813852814,0.274021871590167,82,-0.568942956808883,0.570949921407749,0.939634152089483
"452","SERPINA7","week52 - week0",-0.57477813852814,0.274021871590167,82,-2.0975629981383,0.03902326521579,0.432496082301877
"453","SERPINA7","week52 - week24",-0.418875324675327,0.274021871590167,82,-1.52862004132942,0.130207191768185,0.821359378462206
"454","VEGFB","week24 - week0",-0.106172943722946,0.168308517585675,82,-0.630823354907751,0.529910355371828,0.925765055919488
"455","VEGFB","week52 - week0",-0.118168181818183,0.168308517585675,82,-0.702092701624748,0.484609500710376,0.989292669723712
"456","VEGFB","week52 - week24",-0.0119952380952372,0.168308517585675,82,-0.0712693467169969,0.943356927727077,0.98284708916301
"457","RNASE6","week24 - week0",-0.324487662337662,0.161957297082295,82,-2.00353839057205,0.0484220195672667,0.721389271104177
"458","RNASE6","week52 - week0",-0.277880086580087,0.161957297082295,82,-1.7157614481482,0.0899819208558164,0.625226630840529
"459","RNASE6","week52 - week24",0.0466075757575754,0.161957297082295,82,0.287776942423858,0.774243558043756,0.954091476599915
"460","IL10","week24 - week0",-0.460577705627706,0.50252913721621,82,-0.916519404584385,0.362082193012873,0.865582065676754
"461","IL10","week52 - week0",-0.141744155844157,0.50252913721621,82,-0.282061566876215,0.778606970951093,0.989292669723712
"462","IL10","week52 - week24",0.318833549783549,0.50252913721621,82,0.63445783770817,0.527548230343225,0.903531619100668
"463","DDX4","week24 - week0",-0.16713354978355,0.375924166356295,82,-0.444593789762224,0.657784592959605,0.94553529381538
"464","DDX4","week52 - week0",-0.120109307359308,0.375924166356294,82,-0.319504086485013,0.750156867454139,0.989292669723712
"465","DDX4","week52 - week24",0.0470242424242418,0.375924166356295,82,0.125089703277211,0.900758698275564,0.970683670495244
"466","APOL1","week24 - week0",-0.367184632034632,0.226991222246108,82,-1.61761599590192,0.109585965180294,0.817190982494432
"467","APOL1","week52 - week0",-0.233006493506495,0.226991222246108,82,-1.02650001705293,0.307674538643608,0.902742473418827
"468","APOL1","week52 - week24",0.134178138528136,0.226991222246108,82,0.59111597884899,0.556068662760777,0.908811914527359
"469","NEXN","week24 - week0",0.130254761904762,0.145727657661333,82,0.893823204154355,0.374032398777776,0.865582065676754
"470","NEXN","week52 - week0",0.220004761904763,0.145727657661333,82,1.50969805893708,0.134964317656743,0.712459620235395
"471","NEXN","week52 - week24",0.0897500000000009,0.145727657661333,82,0.615874854782729,0.539682914830643,0.908811914527359
"472","TRAF3","week24 - week0",-0.258320995670997,0.321453668250201,82,-0.803602575379337,0.423949940712864,0.87154806974561
"473","TRAF3","week52 - week0",0.148860389610391,0.321453668250201,82,0.463085054902924,0.644530097697443,0.989292669723712
"474","TRAF3","week52 - week24",0.407181385281387,0.321453668250201,82,1.26668763028226,0.208853184472441,0.821359378462206
"475","NUMB","week24 - week0",-0.0310099567099556,0.280147599251506,82,-0.110691495457421,0.912131467378312,0.98726931229402
"476","NUMB","week52 - week0",0.367222727272728,0.280147599251506,82,1.3108187550201,0.193578293659904,0.825497707840298
"477","NUMB","week52 - week24",0.398232683982683,0.280147599251506,82,1.42151025047752,0.158960659952875,0.821359378462206
"478","FCRL3","week24 - week0",-0.774791125541128,0.275173768125025,82,-2.81564311460496,0.00609499624326234,0.296623150505434
"479","FCRL3","week52 - week0",-0.629861471861474,0.275173768125025,82,-2.28895899544937,0.0246537683287192,0.371569400662202
"480","FCRL3","week52 - week24",0.144929653679653,0.275173768125025,82,0.52668411915559,0.599834828133957,0.916473752585181
"481","TGFBR1","week24 - week0",-0.183218181818182,0.4012423495123,82,-0.456627228010402,0.649146270338424,0.94553529381538
"482","TGFBR1","week52 - week0",0.0181220779220769,0.4012423495123,82,0.0451649182697285,0.964085665374785,0.989292669723712
"483","TGFBR1","week52 - week24",0.201340259740259,0.4012423495123,82,0.50179214628013,0.617158412845416,0.916473752585181
"484","VEGFA","week24 - week0",-0.376425541125541,0.207288492375392,82,-1.81595001638512,0.0730329836630119,0.728787311252389
"485","VEGFA","week52 - week0",-0.0120482683982689,0.207288492375392,82,-0.0581231898606791,0.953791910356354,0.989292669723712
"486","VEGFA","week52 - week24",0.364377272727272,0.207288492375392,82,1.75782682652444,0.0825087521999602,0.821359378462206
"487","PDZK1","week24 - week0",-0.368380952380953,0.219221905841277,82,-1.68040210656536,0.0966850045583282,0.791659460123049
"488","PDZK1","week52 - week0",-0.374727489177489,0.219221905841276,82,-1.70935239222308,0.0911678115618317,0.625226630840529
"489","PDZK1","week52 - week24",-0.00634653679653599,0.219221905841276,82,-0.0289502856577257,0.976974584395906,0.99192134437971
"490","TPP1","week24 - week0",-0.0386244588744582,0.234984849867136,82,-0.164369996177613,0.869844378335514,0.976902147976808
"491","TPP1","week52 - week0",0.0580428571428578,0.234984849867136,82,0.24700680565439,0.805520325040067,0.989292669723712
"492","TPP1","week52 - week24",0.096667316017316,0.234984849867136,82,0.411376801832004,0.681869479234184,0.936252078659557
"493","ZBP1","week24 - week0",0.0867906926406938,0.32294451919975,82,0.268747996887389,0.788798615617232,0.97244903805597
"494","ZBP1","week52 - week0",0.230752380952381,0.32294451919975,82,0.714526388384546,0.476930960079664,0.989292669723712
"495","ZBP1","week52 - week24",0.143961688311687,0.32294451919975,82,0.445778391497156,0.6569321221081,0.92311027613197
"496","CRISP3","week24 - week0",-0.00602424242424243,0.101967031937352,82,-0.0590802959523592,0.953031896882356,0.994695336947633
"497","CRISP3","week52 - week0",-0.0979067099567105,0.101967031937352,82,-0.960180051301913,0.339787339347644,0.916071137979956
"498","CRISP3","week52 - week24",-0.0918824675324681,0.101967031937352,82,-0.901099755349554,0.370174295224748,0.821359378462206
"499","PAPPA","week24 - week0",0.0746833333333312,0.196419895806846,82,0.380222853833366,0.704763100981236,0.950974239771354
"500","PAPPA","week52 - week0",0.0313725108225095,0.196419895806846,82,0.159721654945589,0.873493118966917,0.989292669723712
"501","PAPPA","week52 - week24",-0.0433108225108218,0.196419895806846,82,-0.220501198887777,0.826028915837283,0.970330139680847
"502","FGF5","week24 - week0",-0.00861731601731701,0.144788273922141,82,-0.0595166706797742,0.952685397263943,0.994695336947633
"503","FGF5","week52 - week0",0.0421000000000005,0.144788273922141,82,0.290769403208989,0.771961842654762,0.989292669723712
"504","FGF5","week52 - week24",0.0507173160173175,0.144788273922141,82,0.350286073888763,0.727022207647946,0.954091476599915
"505","BMPER","week24 - week0",-0.190495454545455,0.107441023979983,82,-1.77302344569004,0.0799381922735228,0.729436004495896
"506","BMPER","week52 - week0",-0.224589177489178,0.107441023979983,82,-2.09034844577637,0.0396839361255131,0.432496082301877
"507","BMPER","week52 - week24",-0.0340937229437228,0.107441023979983,82,-0.317325000086325,0.751803586804329,0.954091476599915
"508","WAS","week24 - week0",0.316298051948052,0.295622094866973,82,1.0699404998479,0.287785445484597,0.853267848645464
"509","WAS","week52 - week0",0.0140781385281391,0.295622094866973,82,0.0476220782295521,0.962133231773117,0.989292669723712
"510","WAS","week52 - week24",-0.302219913419913,0.295622094866973,82,-1.02231842161835,0.309636837395015,0.821359378462206
"511","YY1","week24 - week0",0.166011471861473,0.251535349292127,82,0.659992610695332,0.51110817533142,0.920626399316496
"512","YY1","week52 - week0",0.292008441558442,0.251535349292127,82,1.16090419251296,0.249049326233901,0.86556206373234
"513","YY1","week52 - week24",0.125996969696968,0.251535349292127,82,0.500911581817625,0.617775313584303,0.916473752585181
"514","IL20RA","week24 - week0",0.169874242424244,0.216709833087873,82,0.783878793148082,0.435369690177834,0.87154806974561
"515","IL20RA","week52 - week0",-0.125249783549782,0.216709833087873,82,-0.577960777160469,0.564874420221782,0.989292669723712
"516","IL20RA","week52 - week24",-0.295124025974026,0.216709833087873,82,-1.36183957030855,0.176978261041019,0.821359378462206
"517","TBCA","week24 - week0",-0.392472943722941,0.380890391409967,82,-1.03040914807564,0.305847695803531,0.853267848645464
"518","TBCA","week52 - week0",-0.0241733766233752,0.380890391409967,82,-0.0634654408946654,0.949550332308846,0.989292669723712
"519","TBCA","week52 - week24",0.368299567099566,0.380890391409967,82,0.966943707180975,0.336415438540763,0.821359378462206
"520","IL33","week24 - week0",-0.0261694805194807,0.272318608400923,82,-0.096098759732763,0.923676610089584,0.988043962089831
"521","IL33","week52 - week0",-0.302567532467535,0.272318608400923,82,-1.11107916658445,0.269781536363695,0.871418236926979
"522","IL33","week52 - week24",-0.276398051948054,0.272318608400923,82,-1.01498040685169,0.313100660459669,0.821359378462206
"523","TNFSF10","week24 - week0",0.0141341991341982,0.131096727841092,82,0.107815041358857,0.914405779031892,0.98726931229402
"524","TNFSF10","week52 - week0",0.0195638528138524,0.131096727841092,82,0.149232197752233,0.881736831426871,0.989292669723712
"525","TNFSF10","week52 - week24",0.00542965367965426,0.131096727841092,82,0.0414171563933754,0.967064016120881,0.98983350503297
"526","SCRN1","week24 - week0",-0.687572727272728,0.373858161211171,82,-1.83912723757382,0.0695160723003794,0.728787311252389
"527","SCRN1","week52 - week0",0.00513744588744619,0.373858161211171,82,0.0137416978428467,0.989069435636898,0.998333364820653
"528","SCRN1","week52 - week24",0.692710173160175,0.373858161211171,82,1.85286893541666,0.067498585298445,0.821359378462206
"529","NFAT5","week24 - week0",0.116511688311687,0.300712924782574,82,0.387451548336106,0.699425802738235,0.948787387030154
"530","NFAT5","week52 - week0",0.243972510822511,0.300712924782573,82,0.811313683969227,0.419534285955247,0.936315691338011
"531","NFAT5","week52 - week24",0.127460822510824,0.300712924782573,82,0.423862135633121,0.672776191791955,0.930164053045696
"532","CLEC12A","week24 - week0",-0.529387445887443,0.418901484672219,82,-1.26375165822503,0.209900105882201,0.839659788898411
"533","CLEC12A","week52 - week0",-0.118837229437229,0.418901484672218,82,-0.283687773344172,0.777364710562758,0.989292669723712
"534","CLEC12A","week52 - week24",0.410550216450214,0.418901484672218,82,0.980063884880859,0.329937333602922,0.821359378462206
"535","PLAUR","week24 - week0",-0.396335064935066,0.220641404321853,82,-1.79628599696966,0.0761319115560812,0.728787311252389
"536","PLAUR","week52 - week0",-0.075371212121213,0.220641404321853,82,-0.341600491316978,0.733525429193006,0.989292669723712
"537","PLAUR","week52 - week24",0.320963852813853,0.220641404321853,82,1.45468550565268,0.14957369881082,0.821359378462206
"538","KLRB1","week24 - week0",-0.104076406926409,0.112144606304169,82,-0.928055395228934,0.356102586192276,0.865582065676754
"539","KLRB1","week52 - week0",-0.00947727272727364,0.112144606304169,82,-0.0845093940725826,0.932857419005404,0.989292669723712
"540","KLRB1","week52 - week24",0.0945991341991351,0.112144606304169,82,0.843546001156351,0.401377208258475,0.854415764564564
"541","AKAP12","week24 - week0",-0.264753463203464,0.141829234086615,82,-1.86670586574401,0.0655169207704873,0.728787311252389
"542","AKAP12","week52 - week0",-0.0455926406926416,0.141829234086615,82,-0.321461516634844,0.748678639707902,0.989292669723712
"543","AKAP12","week52 - week24",0.219160822510823,0.141829234086615,82,1.54524434910916,0.126137964293302,0.821359378462206
"544","MBL2","week24 - week0",-0.453106277056278,0.286249554051,82,-1.58290649066146,0.117292308887856,0.817190982494432
"545","MBL2","week52 - week0",-0.997505194805197,0.286249554051,82,-3.48473973387387,0.000793593009015075,0.0482769080484171
"546","MBL2","week52 - week24",-0.544398917748918,0.286249554051,82,-1.9018332432124,0.0607045241190459,0.821359378462206
"547","GAPDH","week24 - week0",0.356186147186148,0.2568949018163,82,1.38650531664054,0.169350860426555,0.836903694877573
"548","GAPDH","week52 - week0",0.423518831168831,0.2568949018163,82,1.6486073805843,0.103054495962137,0.655247480533601
"549","GAPDH","week52 - week24",0.067332683982683,0.2568949018163,82,0.262102063943764,0.793900060477664,0.959669011273945
"550","FGA","week24 - week0",0.176830303030303,0.122653742629641,82,1.44170327981145,0.153194421931746,0.836903694877573
"551","FGA","week52 - week0",0.0445450216450216,0.122653742629641,82,0.363177027378017,0.717407202481735,0.989292669723712
"552","FGA","week52 - week24",-0.132285281385282,0.122653742629641,82,-1.07852625243343,0.283961392558532,0.821359378462206
"553","ADAMTS4","week24 - week0",-0.0411203463203482,0.194215321460033,82,-0.21172555291324,0.832846510236364,0.97244903805597
"554","ADAMTS4","week52 - week0",-0.147969047619049,0.194215321460033,82,-0.761881434001584,0.448316587646746,0.970057469285911
"555","ADAMTS4","week52 - week24",-0.106848701298701,0.194215321460033,82,-0.550155881088344,0.583707990347622,0.910484685798641
"556","CXCL12","week24 - week0",-0.222706277056278,0.19371125173322,82,-1.1496816785996,0.253617131941879,0.853267848645464
"557","CXCL12","week52 - week0",-0.158815800865801,0.19371125173322,82,-0.819858420431472,0.414673567490572,0.936315691338011
"558","CXCL12","week52 - week24",0.0638904761904765,0.19371125173322,82,0.329823258168125,0.742374600135321,0.954091476599915
"559","RLN2","week24 - week0",-0.422683116883116,0.293703341174999,82,-1.43914984144244,0.153914497010923,0.836903694877573
"560","RLN2","week52 - week0",-0.35319458874459,0.293703341174999,82,-1.2025555696152,0.232609322789636,0.860602741638164
"561","RLN2","week52 - week24",0.0694885281385266,0.293703341174999,82,0.236594271827241,0.813561588284158,0.963067496117971
"562","ENPP5","week24 - week0",-0.0792800865800887,0.0930718632549633,82,-0.851815831417352,0.396797229482855,0.867924301148837
"563","ENPP5","week52 - week0",-0.0114393939393968,0.0930718632549633,82,-0.122909261073451,0.902479699941983,0.989292669723712
"564","ENPP5","week52 - week24",0.0678406926406919,0.0930718632549633,82,0.728906570343901,0.468135574193666,0.874190353994038
"565","MILR1","week24 - week0",-0.363577489177491,0.202263300832127,82,-1.79754551459263,0.0759301965370982,0.728787311252389
"566","MILR1","week52 - week0",-0.16589588744589,0.202263300832127,82,-0.820197666919213,0.414481287720235,0.936315691338011
"567","MILR1","week52 - week24",0.197681601731602,0.202263300832127,82,0.977347847673423,0.331271584683978,0.821359378462206
"568","PZP","week24 - week0",-0.046592857142853,0.280535925669273,82,-0.166085170844685,0.868498750761591,0.976902147976808
"569","PZP","week52 - week0",-0.320991341991346,0.280535925669272,82,-1.14420761342976,0.255866621752255,0.86556206373234
"570","PZP","week52 - week24",-0.274398484848493,0.280535925669273,82,-0.978122442585071,0.330890703865702,0.821359378462206
"571","JCHAIN","week24 - week0",-0.201170995670998,0.128378665769829,82,-1.56701266884701,0.120962872168763,0.825260716665389
"572","JCHAIN","week52 - week0",-0.118649783549784,0.128378665769829,82,-0.924217297619465,0.358084963940548,0.925370007894372
"573","JCHAIN","week52 - week24",0.0825212121212141,0.128378665769829,82,0.642795371227545,0.522150230565459,0.898985066775436
"574","CACYBP","week24 - week0",-0.229451948051946,0.246181401952426,82,-0.93204420087057,0.35404984944728,0.865582065676754
"575","CACYBP","week52 - week0",-0.00956861471861359,0.246181401952426,82,-0.0388681461829627,0.969089987473547,0.989292669723712
"576","CACYBP","week52 - week24",0.219883333333332,0.246181401952426,82,0.893176054687607,0.374376746736215,0.827357182371241
"577","PRR4","week24 - week0",-0.250726406926406,0.286046299207288,82,-0.876523862120353,0.383305935199184,0.865582065676754
"578","PRR4","week52 - week0",-0.292929870129871,0.286046299207288,82,-1.02406453410395,0.308816417007156,0.902742473418827
"579","PRR4","week52 - week24",-0.0422034632034645,0.286046299207288,82,-0.147540671983597,0.883067456401136,0.970683670495244
"580","CDON","week24 - week0",0.043682683982684,0.201220444102074,82,0.217088696815146,0.828678452553535,0.97244903805597
"581","CDON","week52 - week0",0.0942101731601728,0.201220444102074,82,0.468193843724858,0.640888093469324,0.989292669723712
"582","CDON","week52 - week24",0.0505274891774887,0.201220444102074,82,0.251105146909712,0.80236099243932,0.961944236158492
"583","DFFA","week24 - week0",-0.369941774891776,0.310566978175728,82,-1.19118193783775,0.237018718577347,0.853267848645464
"584","DFFA","week52 - week0",0.0908088744588748,0.310566978175727,82,0.292397070004953,0.770721607631314,0.989292669723712
"585","DFFA","week52 - week24",0.460750649350651,0.310566978175728,82,1.4835790078427,0.141754280483545,0.821359378462206
"586","RALB","week24 - week0",-0.0343272727272692,0.440434866181294,82,-0.0779394988069342,0.938066050886708,0.994695336947633
"587","RALB","week52 - week0",0.116818181818183,0.440434866181294,82,0.265233728725958,0.7914950484108,0.989292669723712
"588","RALB","week52 - week24",0.151145454545452,0.440434866181294,82,0.343173227532892,0.732346401695026,0.954091476599915
"589","MATN2","week24 - week0",-0.116570995670996,0.11349917552141,82,-1.0270646913114,0.307410197525695,0.853267848645464
"590","MATN2","week52 - week0",-0.14460735930736,0.11349917552141,82,-1.27408290538711,0.206233231475046,0.834043212901948
"591","MATN2","week52 - week24",-0.0280363636363639,0.11349917552141,82,-0.247018214075707,0.805511525991607,0.961944236158492
"592","NTF3","week24 - week0",0.0213158008658011,0.162687060315878,82,0.131023332921584,0.896077771151939,0.980714802010368
"593","NTF3","week52 - week0",-0.168535064935066,0.162687060315878,82,-1.0359463414474,0.303272573753059,0.902742473418827
"594","NTF3","week52 - week24",-0.189850865800867,0.162687060315878,82,-1.16696967436898,0.246605068629464,0.821359378462206
"595","WASL","week24 - week0",-0.431571212121219,0.546285083944207,82,-0.790010975597672,0.431800029932425,0.87154806974561
"596","WASL","week52 - week0",-0.295384415584418,0.546285083944207,82,-0.540714773780252,0.590169992608408,0.989292669723712
"597","WASL","week52 - week24",0.136186796536802,0.546285083944207,82,0.24929620181742,0.803755071262974,0.961944236158492
"598","SNX15","week24 - week0",-0.495915584415584,0.360070520835103,82,-1.37727349427389,0.172175690443982,0.836903694877573
"599","SNX15","week52 - week0",-0.0569028138528132,0.360070520835103,82,-0.158032414652663,0.874819780708106,0.989292669723712
