"","Assay","time_contrast","estimate","SE","df","t.ratio","p","q"
"1167","PIKFYVE","week52 - week24",0.405240476190477,0.231140004405714,82,1.75322518156212,0.0833004653370386,0.821359378462206
"1168","ADH1B","week24 - week0",0.00323766233766448,0.297405997470515,82,0.0108863384235736,0.991340572627283,0.995622722354238
"1169","ADH1B","week52 - week0",-0.138434632034631,0.297405997470515,82,-0.465473572194372,0.642826259136344,0.989292669723712
"1170","ADH1B","week52 - week24",-0.141672294372295,0.297405997470515,82,-0.476359910617945,0.635084857673728,0.920041313064554
"1171","TPSG1","week24 - week0",-0.254783766233767,0.420264941120972,82,-0.606245587733735,0.546026344133462,0.939284725775812
"1172","TPSG1","week52 - week0",-0.66819458874459,0.420264941120971,82,-1.58993654565217,0.115697425904251,0.668702665676293
"1173","TPSG1","week52 - week24",-0.413410822510823,0.420264941120972,82,-0.983690957918434,0.328161070597465,0.821359378462206
"1174","ISM1","week24 - week0",0.231094372294372,0.198253713817681,82,1.16564965086551,0.24713554692935,0.853267848645464
"1175","ISM1","week52 - week0",0.0017787878787876,0.198253713817681,82,0.00897228023896398,0.992863045013417,0.998333364820653
"1176","ISM1","week52 - week24",-0.229315584415584,0.198253713817681,82,-1.15667737062655,0.250762810828696,0.821359378462206
"1177","TNFRSF14","week24 - week0",-0.176030952380953,0.0956759084967015,82,-1.83986705897882,0.0694061853715455,0.728787311252389
"1178","TNFRSF14","week52 - week0",-0.0816945887445897,0.0956759084967015,82,-0.853867917516626,0.395665739754067,0.936009948666461
"1179","TNFRSF14","week52 - week24",0.0943363636363633,0.0956759084967015,82,0.985999141462196,0.327033994010203,0.821359378462206
"1180","AMOT","week24 - week0",-0.0330673160173147,0.176681857547582,82,-0.187157393952626,0.851999535661379,0.97244903805597
"1181","AMOT","week52 - week0",-0.29004761904762,0.176681857547582,82,-1.6416378176775,0.104495179381472,0.655247480533601
"1182","AMOT","week52 - week24",-0.256980303030305,0.176681857547582,82,-1.45448042372487,0.149630374426599,0.821359378462206
"1183","EPCAM","week24 - week0",0.105627272727276,0.247093996848382,82,0.427478101752871,0.670151621029558,0.94553529381538
"1184","EPCAM","week52 - week0",0.613947186147189,0.247093996848382,82,2.4846705868128,0.0150016823911775,0.280800721681016
"1185","EPCAM","week52 - week24",0.508319913419913,0.247093996848382,82,2.05719248505993,0.0428459004991046,0.821359378462206
"1186","NRTN","week24 - week0",0.138837445887445,0.395993246706996,82,0.350605589974048,0.726783352078063,0.962012827338402
"1187","NRTN","week52 - week0",0.0180642857142852,0.395993246706996,82,0.0456176610699913,0.963725903845435,0.989292669723712
"1188","NRTN","week52 - week24",-0.12077316017316,0.395993246706996,82,-0.304987928904056,0.7611481266258,0.954091476599915
"1189","KRT19","week24 - week0",0.100520779220778,0.225015973693655,82,0.446727303714139,0.656249587448278,0.94553529381538
"1190","KRT19","week52 - week0",-0.324685064935066,0.225015973693655,82,-1.44294229251966,0.152845959249078,0.764229796245391
"1191","KRT19","week52 - week24",-0.425205844155844,0.225015973693655,82,-1.8896695962338,0.0623360356386403,0.821359378462206
"1192","DPP10","week24 - week0",-0.0438614718614722,0.135659150863582,82,-0.323321144075116,0.747275142053264,0.968106129922017
"1193","DPP10","week52 - week0",-0.0654595238095242,0.135659150863582,82,-0.48252936416615,0.630715585102406,0.989292669723712
"1194","DPP10","week52 - week24",-0.0215980519480521,0.135659150863582,82,-0.159208220091034,0.873896312022783,0.970683670495244
"1195","PCDH1","week24 - week0",-0.014897835497836,0.0638033499932729,82,-0.233496133030737,0.815958091131213,0.97244903805597
"1196","PCDH1","week52 - week0",0.0532926406926405,0.0638033499932729,82,0.835263990029668,0.405996177642804,0.936315691338011
"1197","PCDH1","week52 - week24",0.0681904761904765,0.0638033499932729,82,1.06876012306041,0.288313933107589,0.821359378462206
"1198","PPP1R9B","week24 - week0",-0.0836891774891763,0.214167945781186,82,-0.390764253651108,0.696984895723042,0.948787387030154
"1199","PPP1R9B","week52 - week0",0.286728138528139,0.214167945781186,82,1.33880043291393,0.184335487060641,0.816048997141891
"1200","PPP1R9B","week52 - week24",0.370417316017316,0.214167945781186,82,1.72956468656504,0.0874707791659414,0.821359378462206
"1201","MZB1","week24 - week0",-0.51831038961039,0.151987887108869,82,-3.41020853352035,0.00100953551875132,0.0669964480625874
"1202","MZB1","week52 - week0",-0.444711904761906,0.151987887108868,82,-2.92596938625352,0.00444086137573722,0.162091440214409
"1203","MZB1","week52 - week24",0.0735984848484846,0.151987887108869,82,0.484239147266823,0.629507012969045,0.920041313064554
"1204","VEGFD","week24 - week0",-0.0869021645021644,0.110082214228425,82,-0.789429655928242,0.432137684403503,0.87154806974561
"1205","VEGFD","week52 - week0",0.0838859307359312,0.110082214228425,82,0.762029827651038,0.448228508528239,0.970057469285911
"1206","VEGFD","week52 - week24",0.170788095238096,0.110082214228425,82,1.55145948357928,0.124642805059247,0.821359378462206
"1207","SERPIND1","week24 - week0",-0.202348701298702,0.258810515773969,82,-0.78184111141536,0.436559691173311,0.87154806974561
"1208","SERPIND1","week52 - week0",-0.583931385281387,0.258810515773968,82,-2.25621197629915,0.0267192061096062,0.371569400662202
"1209","SERPIND1","week52 - week24",-0.381582683982685,0.258810515773969,82,-1.47437086488379,0.144210783723874,0.821359378462206
"1210","LRIG3","week24 - week0",-0.0746400432900455,0.124254736451315,82,-0.600701795535099,0.549695402782179,0.939284725775812
"1211","LRIG3","week52 - week0",-0.0702976190476193,0.124254736451315,82,-0.565754039284957,0.573105922618163,0.989292669723712
"1212","LRIG3","week52 - week24",0.00434242424242616,0.124254736451315,82,0.0349477562501417,0.972206333025533,0.98983350503297
"1213","SRPK2","week24 - week0",-0.192464935064934,0.335724174552064,82,-0.573282919890199,0.568022040677042,0.939634152089483
"1214","SRPK2","week52 - week0",0.252573593073594,0.335724174552064,82,0.752324712423784,0.454010027801397,0.976321926083016
"1215","SRPK2","week52 - week24",0.445038528138528,0.335724174552064,82,1.32560763231398,0.18865098867267,0.821359378462206
"1216","SIRT1","week24 - week0",-0.214710389610392,0.236743319140673,82,-0.906933257461049,0.367099560583171,0.865582065676754
"1217","SIRT1","week52 - week0",-0.0245413419913423,0.236743319140673,82,-0.103662236722971,0.917690510903457,0.989292669723712
"1218","SIRT1","week52 - week24",0.190169047619049,0.236743319140673,82,0.803271020738079,0.424140419406548,0.860062517129944
"1219","IL3RA","week24 - week0",0.339604112554112,0.234149937740111,82,1.45037028765324,0.150769756462983,0.836903694877573
"1220","IL3RA","week52 - week0",0.10356341991342,0.234149937740111,82,0.442295312623007,0.659439930792334,0.989292669723712
"1221","IL3RA","week52 - week24",-0.236040692640692,0.234149937740111,82,-1.00807497503023,0.31638392883344,0.821359378462206
"1222","SAA4","week24 - week0",-0.0635997835497843,0.169751865675295,82,-0.374663237407001,0.708878147774956,0.953003771410162
"1223","SAA4","week52 - week0",-0.388605844155845,0.169751865675295,82,-2.28925816284799,0.024635567059528,0.371569400662202
"1224","SAA4","week52 - week24",-0.325006060606061,0.169751865675295,82,-1.91459492544099,0.0590316803916594,0.821359378462206
"1225","CCL3","week24 - week0",-1.50116493506493,0.790346222635624,82,-1.89937636452401,0.0610311302582017,0.728787311252389
"1226","CCL3","week52 - week0",-0.467654329004326,0.790346222635623,82,-0.591708185110072,0.555673864650027,0.989292669723712
"1227","CCL3","week52 - week24",1.03351060606061,0.790346222635624,82,1.30766817941393,0.194640318178315,0.821359378462206
"1228","CCL7","week24 - week0",-1.7136474025974,1.4151277038959,82,-1.21094894678386,0.229393552048608,0.853267848645464
"1229","CCL7","week52 - week0",-1.24891774891774,1.4151277038959,82,-0.882547734370139,0.380060606839322,0.931734332087105
"1230","CCL7","week52 - week24",0.464729653679653,1.4151277038959,82,0.328401212413717,0.743445473622435,0.954091476599915
"1231","CD226","week24 - week0",-0.26234632034632,0.180984579264236,82,-1.44955068223407,0.150997764789149,0.836903694877573
"1232","CD226","week52 - week0",0.0362047619047618,0.180984579264236,82,0.200043352046602,0.841941954932933,0.989292669723712
"1233","CD226","week52 - week24",0.298551082251082,0.180984579264236,82,1.64959403428067,0.102851849889712,0.821359378462206
"1234","SCG3","week24 - week0",-0.0439586580086586,0.117914249633368,82,-0.372801914487347,0.710257781068169,0.953103272389271
"1235","SCG3","week52 - week0",-0.140038961038962,0.117914249633368,82,-1.18763390747418,0.238406473099689,0.860602741638164
"1236","SCG3","week52 - week24",-0.0960803030303038,0.117914249633368,82,-0.814831992986828,0.417528758714101,0.859235053017188
"1237","PHYKPL","week24 - week0",-0.337645670995671,0.222001022629446,82,-1.52091943990391,0.132126942993049,0.836903694877573
"1238","PHYKPL","week52 - week0",-0.0839062770562767,0.222001022629446,82,-0.377954461932049,0.706441036545761,0.989292669723712
"1239","PHYKPL","week52 - week24",0.253739393939394,0.222001022629446,82,1.14296497797186,0.256379225491016,0.821359378462206
"1240","EGF","week24 - week0",-0.130443722943722,0.137522297801045,82,-0.948527802614498,0.345647931014118,0.865582065676754
"1241","EGF","week52 - week0",0.00477770562770614,0.137522297801045,82,0.0347413161654564,0.972370446104238,0.990000593662613
"1242","EGF","week52 - week24",0.135221428571428,0.137522297801045,82,0.983269118779954,0.328367329930464,0.821359378462206
"1243","IL1R2","week24 - week0",-0.102727056277057,0.0928380717739062,82,-1.10651863308012,0.271737736876887,0.853267848645464
"1244","IL1R2","week52 - week0",0.00931320346320273,0.0928380717739062,82,0.100316640417562,0.92033781130956,0.989292669723712
"1245","IL1R2","week52 - week24",0.11204025974026,0.0928380717739062,82,1.20683527349768,0.230965584052714,0.821359378462206
"1246","CELSR2","week24 - week0",-0.0480504329004336,0.160036996739844,82,-0.300245779908907,0.764749547578367,0.97244903805597
"1247","CELSR2","week52 - week0",-0.0922253246753254,0.160036996739844,82,-0.576275027362871,0.566007736733459,0.989292669723712
"1248","CELSR2","week52 - week24",-0.0441748917748918,0.160036996739844,82,-0.276029247453965,0.783220074498635,0.956983513567831
"1249","GIT1","week24 - week0",-0.128817965367966,0.315127514216429,82,-0.408780444602796,0.683766431680637,0.94553529381538
"1250","GIT1","week52 - week0",0.17063787878788,0.315127514216429,82,0.541488353412029,0.589639252905864,0.989292669723712
"1251","GIT1","week52 - week24",0.299455844155846,0.315127514216429,82,0.950268798014825,0.344768138118454,0.821359378462206
"1252","MGMT","week24 - week0",-0.248096103896104,0.34697436539573,82,-0.715027185403584,0.476623115581427,0.906080402016775
"1253","MGMT","week52 - week0",0.21621774891775,0.34697436539573,82,0.623151939974441,0.534914072892353,0.989292669723712
"1254","MGMT","week52 - week24",0.464313852813854,0.34697436539573,82,1.33817912537803,0.184537039087915,0.821359378462206
"1255","PTPN6","week24 - week0",0.140065800865803,0.363881630123692,82,0.38492132954937,0.701292283430005,0.948787387030154
"1256","PTPN6","week52 - week0",0.486803030303031,0.363881630123692,82,1.33780600613874,0.184658158690578,0.816048997141891
"1257","PTPN6","week52 - week24",0.346737229437228,0.363881630123692,82,0.952884676589371,0.34344897009554,0.821359378462206
"1258","KLRF1","week24 - week0",0.0522216450216427,0.20571289866486,82,0.253856930511297,0.800241536495961,0.97244903805597
"1259","KLRF1","week52 - week0",0.131335930735929,0.20571289866486,82,0.638442856954232,0.524964583446482,0.989292669723712
"1260","KLRF1","week52 - week24",0.0791142857142867,0.20571289866486,82,0.384585926442935,0.70153984028278,0.944293783588874
"1261","SMPDL3A","week24 - week0",-0.185146103896103,0.136648005802371,82,-1.35491259319125,0.179166491167794,0.836903694877573
"1262","SMPDL3A","week52 - week0",-0.212183116883117,0.136648005802371,82,-1.552771411754,0.124329004042426,0.682407315420834
"1263","SMPDL3A","week52 - week24",-0.0270370129870137,0.136648005802371,82,-0.197858818562755,0.843645199092957,0.970683670495244
"1264","CEACAM21","week24 - week0",-0.189333116883119,0.168018190246008,82,-1.12686082742531,0.263088156045297,0.853267848645464
"1265","CEACAM21","week52 - week0",-0.0284162337662352,0.168018190246007,82,-0.169125936451458,0.86611409632028,0.989292669723712
"1266","CEACAM21","week52 - week24",0.160916883116884,0.168018190246008,82,0.957734890973853,0.341011743020931,0.821359378462206
"1267","TNFRSF11B","week24 - week0",-0.0277294372294381,0.115883321882643,82,-0.239287559063246,0.811479692628306,0.97244903805597
"1268","TNFRSF11B","week52 - week0",-0.0626077922077932,0.115883321882643,82,-0.540265770696469,0.590478148648292,0.989292669723712
"1269","TNFRSF11B","week52 - week24",-0.0348783549783551,0.115883321882643,82,-0.300978211633223,0.764192962286404,0.954091476599915
"1270","CD79B","week24 - week0",-0.439992640692643,0.167242132474868,82,-2.6308719829243,0.0101709069767002,0.432404083666836
"1271","CD79B","week52 - week0",-0.536930735930737,0.167242132474868,82,-3.2104992204128,0.00189279992272337,0.0921162629058708
"1272","CD79B","week52 - week24",-0.096938095238094,0.167242132474868,82,-0.579627237488503,0.563755165411235,0.908811914527359
"1273","ARTN","week24 - week0",-0.0733292207792237,0.16959255650571,82,-0.432384665283082,0.666596850087209,0.94553529381538
"1274","ARTN","week52 - week0",0.0672893939393928,0.16959255650571,82,0.396770915692442,0.692567147748384,0.989292669723712
"1275","ARTN","week52 - week24",0.140618614718616,0.16959255650571,82,0.829155580975524,0.409423530494934,0.854417010924208
"1276","BACH1","week24 - week0",-0.192629870129869,0.344071909440381,82,-0.559853521443158,0.577105555006605,0.939634152089483
"1277","BACH1","week52 - week0",0.234154112554113,0.344071909440381,82,0.680538300656265,0.498080773883965,0.989292669723712
"1278","BACH1","week52 - week24",0.426783982683982,0.344071909440381,82,1.24039182209942,0.218367980113448,0.821359378462206
"1279","CCL20","week24 - week0",-0.828517099567099,0.806571476441828,82,-1.02720852865029,0.307342887388434,0.853267848645464
"1280","CCL20","week52 - week0",0.0626623376623419,0.806571476441827,82,0.0776897516123127,0.938264105884407,0.989292669723712
"1281","CCL20","week52 - week24",0.891179437229441,0.806571476441828,82,1.1048982802626,0.272435148692293,0.821359378462206
"1282","TNFSF12","week24 - week0",-0.166106493506494,0.11930309624235,82,-1.39230664365213,0.167593917521262,0.836903694877573
"1283","TNFSF12","week52 - week0",-0.0290991341991342,0.11930309624235,82,-0.243909295866243,0.80791028604808,0.989292669723712
"1284","TNFSF12","week52 - week24",0.13700735930736,0.11930309624235,82,1.14839734778589,0.254143646457196,0.821359378462206
"1285","PTRHD1","week24 - week0",-0.0296904761904755,0.296499690306199,82,-0.100136617882514,0.920480285141782,0.988043962089831
"1286","PTRHD1","week52 - week0",0.108293506493507,0.296499690306199,82,0.365239863764011,0.715872765960597,0.989292669723712
"1287","PTRHD1","week52 - week24",0.137983982683983,0.296499690306199,82,0.465376481646525,0.642895481046709,0.920041313064554
"1288","TOP2B","week24 - week0",-0.105433549783548,0.330617075689581,82,-0.318899287230224,0.750613793884742,0.968106129922017
"1289","TOP2B","week52 - week0",0.0618482683982681,0.33061707568958,82,0.187069189542823,0.8520684663514,0.989292669723712
"1290","TOP2B","week52 - week24",0.167281818181816,0.330617075689581,82,0.505968476773047,0.614236334621985,0.916473752585181
"1291","CRKL","week24 - week0",-0.165105194805194,0.223064846911622,82,-0.740166803918719,0.461312791566641,0.891081481134704
"1292","CRKL","week52 - week0",0.111963636363638,0.223064846911622,82,0.501933128028898,0.617059670200126,0.989292669723712
"1293","CRKL","week52 - week24",0.277068831168832,0.223064846911622,82,1.24209993194762,0.217740446441866,0.821359378462206
"1294","PGR","week24 - week0",0.118225541125542,0.223641634880182,82,0.528638333326809,0.598484326960695,0.939634152089483
"1295","PGR","week52 - week0",-0.0614807359307359,0.223641634880182,82,-0.27490738012032,0.784078863616338,0.989292669723712
"1296","PGR","week52 - week24",-0.179706277056278,0.223641634880182,82,-0.803545713447129,0.423982604367312,0.860062517129944
"1297","CLEC4A","week24 - week0",-0.067421212121211,0.159135791145681,82,-0.42367095193243,0.672915071761621,0.94553529381538
"1298","CLEC4A","week52 - week0",0.0617837662337665,0.159135791145681,82,0.388245571841262,0.698840451402437,0.989292669723712
"1299","CLEC4A","week52 - week24",0.129204978354977,0.159135791145681,82,0.811916523773692,0.419190242758941,0.859235053017188
"1300","RBPMS","week24 - week0",-0.00526969696969463,0.519216855881647,82,-0.0101493179776425,0.991926806943434,0.995622722354238
"1301","RBPMS","week52 - week0",-0.347912337662336,0.519216855881647,82,-0.670071346338651,0.504694988061113,0.989292669723712
"1302","RBPMS","week52 - week24",-0.342642640692642,0.519216855881647,82,-0.659922028361008,0.511153239866909,0.891182537037634
"1303","C7","week24 - week0",-0.19783852813853,0.245508353840417,82,-0.805832164339007,0.422670362102404,0.87154806974561
"1304","C7","week52 - week0",-0.676060822510825,0.245508353840417,82,-2.75371820117482,0.00725468214254385,0.21183671856228
"1305","C7","week52 - week24",-0.478222294372294,0.245508353840417,82,-1.94788603683581,0.0548502525674908,0.821359378462206
"1306","FLT3LG","week24 - week0",0.0397318181818187,0.139627706805367,82,0.284555401580881,0.776702165503292,0.97244903805597
"1307","FLT3LG","week52 - week0",0.0591268398268398,0.139627706805367,82,0.423460652471069,0.673067850955332,0.989292669723712
"1308","FLT3LG","week52 - week24",0.0193950216450211,0.139627706805367,82,0.138905250890188,0.889865597133882,0.970683670495244
"1309","PSTPIP2","week24 - week0",0.224483549783552,0.256551223333684,82,0.87500479189521,0.384127047178487,0.865582065676754
"1310","PSTPIP2","week52 - week0",0.359072943722945,0.256551223333684,82,1.39961501277238,0.165400451512641,0.792005903782368
"1311","PSTPIP2","week52 - week24",0.134589393939393,0.256551223333684,82,0.524610220877173,0.60126957392413,0.916473752585181
"1312","SLAMF7","week24 - week0",-0.433868614718616,0.189016669462523,82,-2.29539868601187,0.0242645890740668,0.621118835388796
"1313","SLAMF7","week52 - week0",-0.562748701298702,0.189016669462523,82,-2.97724376849355,0.00382281655397549,0.146876636021164
"1314","SLAMF7","week52 - week24",-0.128880086580086,0.189016669462523,82,-0.681845082481678,0.49725831032559,0.88134975239277
"1315","TRIM21","week24 - week0",-0.451030303030304,0.400632915333612,82,-1.12579442618868,0.263536732136043,0.853267848645464
"1316","TRIM21","week52 - week0",-0.0546958874458866,0.400632915333612,82,-0.136523698758852,0.891741921931567,0.989292669723712
"1317","TRIM21","week52 - week24",0.396334415584417,0.400632915333612,82,0.989270727429832,0.32544088287917,0.821359378462206
"1318","ACHE","week24 - week0",-0.330666883116884,0.248669724018386,82,-1.32974323441335,0.187290100547292,0.836903694877573
"1319","ACHE","week52 - week0",0.0203794372294382,0.248669724018386,82,0.0819538337844917,0.934883139254497,0.989292669723712
"1320","ACHE","week52 - week24",0.351046320346322,0.248669724018386,82,1.41169706819785,0.161822599887302,0.821359378462206
"1321","PTPN9","week24 - week0",-0.389258225108227,0.311920003769014,82,-1.24794248655012,0.215603963657015,0.839659788898411
"1322","PTPN9","week52 - week0",-0.0277147186147187,0.311920003769014,82,-0.0888520078219874,0.929416174590329,0.989292669723712
"1323","PTPN9","week52 - week24",0.361543506493509,0.311920003769014,82,1.15909047872814,0.249783552472103,0.821359378462206
"1324","SERPINA6","week24 - week0",0.045799783549783,0.270824357819209,82,0.169112497555914,0.866124632769163,0.976902147976808
"1325","SERPINA6","week52 - week0",-0.606837012987016,0.270824357819209,82,-2.24070322874028,0.0277494221768942,0.371569400662202
"1326","SERPINA6","week52 - week24",-0.652636796536799,0.270824357819209,82,-2.4098157262962,0.0181990365243451,0.821359378462206
"1327","F10","week24 - week0",-0.140932467532468,0.131397097511654,82,-1.07256910693912,0.286610937038431,0.853267848645464
"1328","F10","week52 - week0",-0.158836580086581,0.131397097511654,82,-1.20882868110913,0.230202836435435,0.860602741638164
"1329","F10","week52 - week24",-0.0179041125541127,0.131397097511654,82,-0.136259574170006,0.891950052820677,0.970683670495244
"1330","NHLRC3","week24 - week0",-0.202854112554113,0.118472491361153,82,-1.71224653270546,0.090630723063796,0.78762414091156
"1331","NHLRC3","week52 - week0",-0.102934415584417,0.118472491361153,82,-0.868846551649107,0.387467012644296,0.936009948666461
"1332","NHLRC3","week52 - week24",0.099919696969696,0.118472491361153,82,0.843399981056355,0.401458366089925,0.854415764564564
"1333","CD7","week24 - week0",-0.177059523809525,0.142009890764405,82,-1.2468112105182,0.21601643937634,0.839659788898411
"1334","CD7","week52 - week0",-0.10666774891775,0.142009890764405,82,-0.751129011814482,0.454725280641405,0.976321926083016
"1335","CD7","week52 - week24",0.0703917748917754,0.142009890764405,82,0.495682198703721,0.621444530862554,0.916473752585181
"1336","CD36","week24 - week0",-0.0891497835497841,0.139550476543882,82,-0.638835393168658,0.524710443909679,0.925765055919488
"1337","CD36","week52 - week0",0.000823160173159108,0.139550476543882,82,0.00589865540803271,0.99530790817713,0.998628989242067
"1338","CD36","week52 - week24",0.0899729437229432,0.139550476543882,82,0.64473404857669,0.520899221432841,0.898985066775436
"1339","BAG4","week24 - week0",-0.314304761904762,0.276603064539785,82,-1.13630252950272,0.259139960086758,0.853267848645464
"1340","BAG4","week52 - week0",0.0726021645021649,0.276603064539785,82,0.26247780234453,0.793611400282663,0.989292669723712
"1341","BAG4","week52 - week24",0.386906926406927,0.276603064539785,82,1.39878033184725,0.165649846473965,0.821359378462206
"1342","PTPRM","week24 - week0",0.0166337662337658,0.226502013685784,82,0.0734376086247124,0.941636735097542,0.994695336947633
"1343","PTPRM","week52 - week0",0.0579727272727269,0.226502013685784,82,0.255947955293457,0.798632004830174,0.989292669723712
"1344","PTPRM","week52 - week24",0.0413389610389611,0.226502013685784,82,0.182510346668744,0.855632702212077,0.970683670495244
"1345","DNAJA2","week24 - week0",-0.101312987012986,0.153316792389787,82,-0.660808156978735,0.510587628764603,0.920626399316496
"1346","DNAJA2","week52 - week0",0.0903030303030307,0.153316792389787,82,0.588996344728161,0.55748287157467,0.989292669723712
"1347","DNAJA2","week52 - week24",0.191616017316017,0.153316792389787,82,1.2498045017069,0.214926310929133,0.821359378462206
"1348","AGER","week24 - week0",-0.278705844155844,0.185556182958121,82,-1.50200246476695,0.136937747448065,0.836903694877573
"1349","AGER","week52 - week0",-0.136946103896104,0.185556182958121,82,-0.73803039981164,0.462602913180437,0.98742727082374
"1350","AGER","week52 - week24",0.141759740259741,0.185556182958121,82,0.763972064955309,0.44707661587765,0.870095040906987
"1351","HGF","week24 - week0",-0.194261255411255,0.21418455861743,82,-0.906980674354957,0.367074634580417,0.865582065676754
"1352","HGF","week52 - week0",0.106512987012987,0.21418455861743,82,0.497295359201113,0.620311621835684,0.989292669723712
"1353","HGF","week52 - week24",0.300774242424242,0.21418455861743,82,1.40427603355607,0.16401306863202,0.821359378462206
"1354","DAG1","week24 - week0",-0.0812534632034626,0.121997401079368,82,-0.666026181579074,0.507263761244664,0.920626399316496
"1355","DAG1","week52 - week0",0.0189865800865802,0.121997401079368,82,0.155631020977472,0.876706355241062,0.989292669723712
"1356","DAG1","week52 - week24",0.100240043290043,0.121997401079368,82,0.821657202556546,0.413654657685159,0.8578633525857
"1357","NEDD4L","week24 - week0",-0.0995590909090908,0.177965149185388,82,-0.559430266907926,0.577392969770511,0.939634152089483
"1358","NEDD4L","week52 - week0",0.0895240259740264,0.177965149185388,82,0.503042457378935,0.616282949695036,0.989292669723712
"1359","NEDD4L","week52 - week24",0.189083116883117,0.177965149185388,82,1.06247272428686,0.291140201557563,0.821359378462206
"1360","VASH1","week24 - week0",0.0633352813852808,0.100048518864983,82,0.633045667280217,0.528465378956827,0.925765055919488
"1361","VASH1","week52 - week0",0.123181601731601,0.100048518864983,82,1.23121864400448,0.221760712503036,0.856536085329186
"1362","VASH1","week52 - week24",0.0598463203463204,0.100048518864983,82,0.598172976724261,0.551373156421525,0.908811914527359
"1363","PRSS8","week24 - week0",-0.0250080086580099,0.131841237523318,82,-0.18968275122256,0.850026489586621,0.97244903805597
"1364","PRSS8","week52 - week0",-0.1545341991342,0.131841237523318,82,-1.17212339657286,0.244541720592139,0.86556206373234
"1365","PRSS8","week52 - week24",-0.129526190476191,0.131841237523318,82,-0.982440645350302,0.328772663302151,0.821359378462206
"1366","IL12RB2","week24 - week0",-0.0500071428571427,0.228862112774111,82,-0.218503369784497,0.827579828654257,0.97244903805597
"1367","IL12RB2","week52 - week0",-0.299141774891776,0.228862112774111,82,-1.3070829910018,0.19483805726301,0.825497707840298
"1368","IL12RB2","week52 - week24",-0.249134632034633,0.228862112774111,82,-1.0885796212173,0.279528378292084,0.821359378462206
"1369","IL4R","week24 - week0",-0.140289393939394,0.158193090345756,82,-0.886823777402476,0.377767381067979,0.865582065676754
"1370","IL4R","week52 - week0",-0.0779279220779222,0.158193090345756,82,-0.492612679274415,0.623602752430552,0.989292669723712
"1371","IL4R","week52 - week24",0.0623614718614719,0.158193090345756,82,0.394211098128061,0.694448537623044,0.940533269879076
"1372","IRAK1","week24 - week0",-0.303909956709958,0.283561401037929,82,-1.0717606684039,0.286971810234022,0.853267848645464
"1373","IRAK1","week52 - week0",0.00879155844155857,0.283561401037929,82,0.0310040732249824,0.975341630380001,0.991642604703901
"1374","IRAK1","week52 - week24",0.312701515151516,0.283561401037929,82,1.10276474162888,0.273355340570433,0.821359378462206
"1375","ITM2A","week24 - week0",-0.0742876623376632,0.179531059283454,82,-0.413787244581304,0.68011019055626,0.94553529381538
"1376","ITM2A","week52 - week0",-0.0278690476190475,0.179531059283454,82,-0.155232457995172,0.877019542238142,0.989292669723712
"1377","ITM2A","week52 - week24",0.0464186147186157,0.179531059283454,82,0.258554786586132,0.796626660176102,0.961218945336453
"1378","LYVE1","week24 - week0",-0.445473593073595,0.230277548499714,82,-1.93450727600632,0.056499419983769,0.728787311252389
"1379","LYVE1","week52 - week0",-0.744595454545456,0.230277548499714,82,-3.23346960829045,0.00176295755685834,0.0919256440361848
"1380","LYVE1","week52 - week24",-0.299121861471861,0.230277548499714,82,-1.29896233228413,0.197597590242945,0.821359378462206
"1381","FN1","week24 - week0",-0.200654545454546,0.168058555081474,82,-1.19395615032671,0.235937687566304,0.853267848645464
"1382","FN1","week52 - week0",-0.420408008658009,0.168058555081474,82,-2.50155672500098,0.0143540799621251,0.280800721681016
"1383","FN1","week52 - week24",-0.219753463203463,0.168058555081474,82,-1.30760057467427,0.194663154609519,0.821359378462206
"1384","PGA4","week24 - week0",0.333783333333333,0.339843469924866,82,0.982167859241572,0.328906197067416,0.863674546256164
"1385","PGA4","week52 - week0",0.0694318181818188,0.339843469924865,82,0.204305288541131,0.83862116882624,0.989292669723712
"1386","PGA4","week52 - week24",-0.264351515151514,0.339843469924866,82,-0.777862570700441,0.438888641792481,0.870095040906987
"1387","BANK1","week24 - week0",0.319187445887444,0.241985681465611,82,1.31903443193106,0.190829271380517,0.836903694877573
"1388","BANK1","week52 - week0",0.323164718614718,0.241985681465611,82,1.33547041567682,0.185417684886221,0.816048997141891
"1389","BANK1","week52 - week24",0.00397727272727416,0.241985681465611,82,0.0164359837457547,0.98692649801152,0.993928994766839
"1390","EDAR","week24 - week0",0.244224891774893,0.187656009760957,82,1.30144988207943,0.196749202701396,0.836903694877573
"1391","EDAR","week52 - week0",0.188543939393941,0.187656009760957,82,1.00473168769876,0.317981772027197,0.910336885873302
"1392","EDAR","week52 - week24",-0.0556809523809526,0.187656009760957,82,-0.29671819438067,0.767431938694937,0.954091476599915
"1393","BCHE","week24 - week0",-0.0192132034632042,0.138466498676918,82,-0.138757054210161,0.889982336852447,0.979310139866934
"1394","BCHE","week52 - week0",-0.0139655844155849,0.138466498676918,82,-0.100858940964274,0.919908638369374,0.989292669723712
"1395","BCHE","week52 - week24",0.00524761904761925,0.138466498676918,82,0.0378981132458867,0.96986103060986,0.98983350503297
"1396","PDGFB","week24 - week0",-0.227143722943723,0.114965268725405,82,-1.97575950947635,0.0515453362141687,0.728787311252389
"1397","PDGFB","week52 - week0",-0.186925541125542,0.114965268725405,82,-1.62593053709129,0.107801782063909,0.655794174222112
